"AgeCurrent","Location","SchoolType","SchoolLocation","SchoolYear","SchoolYearTEXT","SchoolFinish","IdentityEthnicity","IdentityRace","IdentityReligion","IdentityDisability","IdentityNeuro","IdentitySexuality","IdentitySexualityTEXT","IdentityGender","IdentityGenderTEXT","IdentitySex","IdentitySexTEXT","MAttraction","MAttractionTEXT","MSelfIdentity","MSelfIdentityTEXT","MSAHom","MSAHomTEXT","MSAHet","MSAHetTEXT","MRHom","MRHomTEXT","MRHet","MRHetTEXT","MComingOut","MComingOutTEXT","MComingOutWho2","MComingOutWho2TEXT","MComingOut3","MComingOutFamily4","MComingOutFamily4TEXT","RPDS","ACQ","IntHom1","IntHom2","IntHom3","HSS1Q1","HSS1Q2","HSS2Q1","HSS2Q2","HSS3Q1","HSS3Q2","HSS4Q1","HSS4Q2","HSS5Q1","HSS5Q2","HSS6Q1","HSS6Q2","HSS7Q1","HSS7Q2","HSS8Q1","HSS8Q2","HSS9Q1","HSS9Q2","HSS10Q1","HSS10Q2","HSS11Q1","HSS11Q2","HSS12Q1","HSS12Q2","HSS13Q1","HSS13Q2","HSS14Q1","HSS14Q2","ACQ2","DERS1","DERS2","DERS3","DERS4","DERS5","DERS6","DERS7","DERS8","DERS9","DERS10","DERS11","DERS12","DERS13","DERS14","DERS15","DERS16","SASI1","SASI2","SASI3","SASI4","SASI5","SASI6","SASI7","SASI8","SASI9","SASI10","RaceDemog","ReligionDemog","GenderGroup","SexualityGroup","HSS1","HSS2","HSS3","HSS4","HSS5","HSS6","HSS7","HSS8","HSS9","HSS10","HSS11","HSS12","HSS13","HSS14","SMA_RSS","IntHom","Clarity","Goals","Impulse","Strategies","Nonacceptance","DERS","goodsasi","badsasi","SASI"
25,5,1,2,2,NA,"2","10,12","6",8,"5","1","3",NA,"1",NA,"1",NA,1,8,1,15,1,13,2,NA,1,17,2,NA,1,16,1,NA,1,1,16,3,5,2,2,2,4,2,2,2,4,3,2,2,1,1,6,5,2,2,5,3,6,6,5,4,3,3,5,5,3,3,6,6,4,2,1,3,2,3,4,4,2,1,2,1,3,3,2,4,3,4,2,4,5,2,4,4,5,4,4,"6","2","1","1",8,4,12,4,1,30,4,15,36,20,9,25,9,36,15.2142857142857,6,3,11,5,15,6,40,18,20,38
16,9,3,1,1,10,NA,"10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,13,1,14.5,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,1,1,14.7,1,5,4,5,3,5,4,4,2,2,1,4,4,2,3,6,5,5,2,2,3,6,4,6,3,5,4,5,6,4,5,6,6,4,4,5,3,2,1,1,2,2,3,1,1,2,2,2,2,3,4,2,4,3,2,3,3,4,5,3,"6","2","1","1",20,8,2,16,6,30,10,6,24,18,20,30,20,36,17.5714285714286,12,9,7,5,9,6,36,18,15,33
19,9,3,2,2,NA,"1","10","6",8,"5","2","1,3",NA,"2",NA,"2",NA,1,10,1,11,1,19,2,NA,2,NA,2,NA,1,12,1,NA,2,1,13,4,5,2,3,2,1,2,1,1,3,3,3,3,1,1,5,4,1,1,3,3,6,5,4,3,4,3,6,6,4,3,4,4,4,2,2,3,1,3,2,3,2,3,3,1,2,4,3,3,3,5,3,5,4,4,4,5,5,5,4,"6","2","2","1",2,1,9,9,1,20,1,9,30,12,12,36,12,16,12.1428571428571,7,4,9,4,13,10,40,24,20,44
18,3,1,1,2,NA,"1","10","6",8,"5","1","7",NA,"1,3,5",NA,"2",NA,1,13,1,13,1,14,1,18,1,14,2,NA,1,13,1,NA,2,1,16,6,5,1,1,1,4,2,2,2,1,1,5,4,1,1,4,4,1,2,4,3,6,4,6,6,6,5,5,5,2,1,5,6,4,5,4,5,3,4,2,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"6","2","5","4",8,4,1,20,1,16,2,12,24,36,30,25,2,30,15.0714285714286,3,9,15,13,18,15,70,25,25,50
22,8,1,2,2,NA,"6","16","6",6,"5","2","6,11","Transgender Bisexual","2",NA,"1",NA,1,15,1,16,1,19,1,16,1,21,1,15,1,18,1,NA,1,1,21,4,5,1,2,1,3,3,5,2,6,3,3,4,1,2,3,4,2,3,6,5,5,1,5,5,3,2,2,3,5,5,4,4,4,2,2,3,2,4,3,4,1,2,1,1,2,1,3,2,3,5,2,5,5,4,5,4,4,1,4,"6","1","4","2",9,10,18,12,2,12,6,30,5,25,6,6,25,16,13,4,4,9,4,15,4,36,19,20,39
17,7,1,2,1,12,NA,"10,11","6",8,"5","2","7,9",NA,"2",NA,"2",NA,1,13,1,15,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,1,15,2,5,3,4,3,3,2,2,2,2,2,4,3,2,2,1,1,2,2,1,1,6,4,6,6,6,5,5,5,5,5,5,5,4,2,4,2,1,3,3,4,4,1,4,4,4,5,4,4,5,5,3,4,5,4,4,4,5,4,5,"6","2","2","3",6,4,4,12,4,1,4,1,24,36,30,25,25,25,14.3571428571429,10,6,10,9,19,10,54,21,22,43
17,3,1,2,1,12,NA,"10","6",8,"4","1","7,9",NA,"6","Agender.","2",NA,1,9,1,13,2,NA,1,17,1,15,1,15,1,14,3,NA,2,1,15,4,5,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,5,3,2,4,4,2,1,3,3,4,1,2,5,3,2,2,5,4,1,4,2,4,2,3,4,3,5,2,5,5,4,4,5,5,5,5,"6","2","3","3",2,1,1,1,1,1,1,1,15,30,6,16,2,9,6.21428571428571,7,3,14,9,14,7,47,24,21,45
17,7,1,2,1,11,NA,"10,12","6",8,"5","2","6,10",NA,"4",NA,"1",NA,1,14,1,14,1,14,1,16,1,14,2,NA,1,14,1,NA,2,1,14,3,5,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,3,2,3,2,2,1,3,3,2,2,1,2,4,4,4,4,2,5,4,5,4,4,5,2,4,4,5,4,4,5,4,5,5,5,5,4,5,5,5,"6","2","3","2",2,1,2,1,1,2,1,3,6,6,2,9,4,2,3,3,8,13,8,22,13,64,24,24,48
18,5,1,2,2,NA,"1","10,12","6",8,"5","2","1,2,7",NA,"2",NA,"2",NA,1,8,1,12,1,14,2,NA,1,14,1,18,1,12,1,NA,2,1,13,4,5,4,4,2,4,2,5,1,2,2,4,3,4,2,4,4,4,3,6,5,6,6,6,6,6,6,4,4,5,4,6,6,4,4,4,4,2,2,2,2,2,4,4,2,2,4,4,4,4,4,2,4,2,4,2,2,2,4,2,"6","2","2","1",8,5,4,12,8,16,12,30,36,36,36,16,20,36,19.6428571428571,10,8,10,6,14,12,50,18,10,28
16,3,4,1,1,10,NA,"12","7",6,"4","1","2,6",NA,"2",NA,"2",NA,1,8,1,9,2,NA,2,NA,1,15,1,15,1,9,1,NA,2,1,14,2,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,2,2,1,1,4,4,4,5,5,5,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"7","1","2","2",2,1,1,1,1,1,1,1,36,36,36,4,1,16,9.85714285714286,3,10,15,12,21,15,73,25,25,50
16,8,1,3,1,11,NA,"10","6",8,"5","2","8,10",NA,"7",NA,"2",NA,1,11,1,13,1,14,2,NA,1,14,2,NA,1,14,1,NA,1,2,NA,2,5,1,1,1,1,2,1,1,3,2,2,3,1,1,1,2,1,1,1,3,5,4,3,3,4,4,5,4,2,1,2,2,4,2,2,4,1,3,2,3,1,3,4,2,3,4,5,2,3,5,5,5,5,5,5,5,5,5,4,"6","2",NA,"2",2,1,6,6,1,2,1,3,20,9,16,20,2,4,6.64285714285714,3,4,9,4,16,11,44,25,24,49
16,7,1,2,1,11,NA,"10","6",8,"6","1","1,7",NA,"2",NA,"2",NA,1,12,1,14,2,NA,2,NA,1,16,1,8,1,14,2,NA,1,1,14,4,5,2,2,2,4,2,5,4,5,5,6,6,1,1,6,6,2,1,4,4,6,5,4,4,6,6,6,6,6,6,6,6,4,2,2,3,1,4,4,4,3,4,1,1,4,3,4,4,3,4,3,4,4,4,4,4,5,4,5,"6","2","2","1",8,20,25,36,1,36,2,16,30,16,36,36,36,36,23.8571428571429,6,4,11,5,19,8,47,20,21,41
21,2,3,1,2,NA,"1,6","7,11","6,7",6,"4","1","6,7",NA,"2",NA,"2",NA,1,14,1,14,1,19,1,19,1,14,1,16,1,16,1,NA,2,1,18,3,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,4,6,5,4,4,5,4,3,2,4,4,4,2,2,5,2,2,3,4,2,2,2,2,3,2,3,4,3,5,5,5,5,4,5,5,5,5,4,"9","1","2","2",1,1,1,2,1,1,1,1,24,30,16,20,6,16,8.64285714285714,4,4,13,6,14,6,43,24,24,48
16,9,1,2,1,11,NA,"10,11","6",6,"4","1","9,11","biromantic","4",NA,"2",NA,1,8,1,12,1,12,1,14,1,12,1,14,1,12,1,NA,1,1,13,1,5,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,4,3,5,3,6,4,2,1,5,3,2,2,5,5,2,2,1,2,2,3,5,5,5,3,5,5,5,5,5,5,5,3,"6","1","3","3",1,4,1,3,1,1,1,1,1,3,3,8,15,18,4.35714285714286,3,3,15,9,14,6,47,25,21,46
17,8,1,2,1,12,NA,"10","6",8,"5","2","6",NA,"2",NA,"2",NA,1,15,1,16,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,2,1,16,1,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4,4,5,5,3,3,5,5,5,5,4,5,4,2,5,5,4,4,4,4,4,3,5,4,5,3,5,4,4,5,1,4,5,5,2,3,1,4,2,"6","2","2","2",1,1,1,4,1,1,1,4,16,25,9,25,25,20,9.57142857142857,3,7,13,12,22,11,65,21,11,32
16,3,3,2,1,11,NA,"11,14","6",5,"4","1","2,7",NA,"6","Genderqueer","2",NA,NA,NA,1,10,1,12,1,15,1,11,1,13,1,10,1,NA,2,1,14,4,5,6,6,4,4,3,4,2,2,2,4,3,4,3,4,4,2,2,2,2,6,5,6,5,6,4,5,4,4,4,6,6,4,5,4,5,5,4,4,5,5,3,2,4,3,2,4,4,5,4,2,4,5,2,4,3,5,4,5,"6","1","3","1",12,8,4,12,12,16,4,4,30,30,24,20,16,36,16.2857142857143,16,9,14,14,20,7,64,17,21,38
17,3,3,1,1,12,NA,"10","6",8,"4","1","6,7",NA,"6","Demiboy","1",NA,1,15,1,16,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,2,2,NA,3,5,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,3,1,2,2,6,3,6,6,6,3,6,4,6,3,6,6,4,5,4,5,4,4,5,5,4,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,"6","2",NA,"2",1,2,1,1,1,8,3,4,18,36,18,24,18,36,12.2142857142857,3,9,15,13,24,13,74,25,21,46
16,9,1,3,1,11,NA,"10","6",2,"5","3","8,10",NA,"2",NA,"2",NA,1,16,1,15,2,NA,2,NA,2,NA,2,NA,1,16,2,NA,2,1,16,4,5,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,4,5,4,4,5,5,3,4,2,2,6,5,4,5,5,3,1,2,3,4,4,5,5,3,3,5,5,4,5,3,1,3,4,4,3,3,3,4,3,"6","1","2","2",1,1,2,2,1,4,1,4,20,16,25,12,4,30,8.78571428571429,3,10,11,8,18,15,62,17,14,31
23,3,1,2,2,NA,"3,4","10","6",8,"4","1","6,10",NA,"2",NA,"2",NA,1,14,1,17,2,NA,1,16,2,NA,1,16,1,17,6,"First boyfriend",1,2,NA,4,5,3,4,2,2,4,1,2,5,3,2,3,1,2,1,1,2,2,1,2,3,3,2,6,2,3,2,6,1,2,3,2,4,4,3,5,5,5,5,5,5,2,2,3,4,2,4,5,5,4,4,3,3,2,3,4,4,4,2,"6","2","2","2",8,2,15,6,2,1,4,2,9,12,6,12,2,6,6.21428571428571,9,7,15,13,23,6,64,17,16,33
24,7,3,2,2,NA,"3","10,12","6",8,"4","1","7",NA,"1,5",NA,"2",NA,1,13,1,13,1,13,1,12,1,13,1,12,1,13,1,NA,1,1,14,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,4,4,3,2,2,2,1,2,1,2,4,2,2,4,2,3,2,5,3,2,2,2,2,2,3,4,3,5,5,5,5,5,5,5,5,5,5,"6","2","5","4",1,1,1,1,1,4,1,1,16,16,6,4,2,2,4.07142857142857,3,4,13,7,13,6,43,25,25,50
22,7,3,1,2,NA,"1,6","10","6",2,"5","1","9",NA,"3,5,6","Agender","2",NA,2,NA,1,16,2,NA,2,NA,2,NA,2,NA,1,16,2,NA,1,1,16,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,2,1,1,1,1,4,1,1,3,1,2,2,3,2,4,5,1,2,4,5,5,3,5,4,5,5,5,5,5,5,3,5,"6","1","3","3",1,1,1,1,1,1,1,1,1,8,1,6,1,1,1.85714285714286,3,2,11,4,14,13,44,23,24,47
17,2,3,1,1,12,NA,"12","6",8,"4","1","1",NA,"2",NA,"2",NA,1,11,1,13,1,15,2,NA,2,NA,2,NA,1,14,1,NA,2,1,14,2,5,1,1,2,1,3,1,1,1,2,1,2,1,2,4,5,1,1,1,1,1,1,5,6,1,1,4,5,1,2,2,6,4,4,4,5,2,5,5,5,5,2,2,2,4,2,4,5,5,5,5,5,5,2,4,5,5,5,5,"6","2","2","1",3,1,2,2,2,20,1,1,1,30,1,20,2,12,7,4,8,15,9,23,6,61,22,24,46
23,3,1,1,2,NA,"3","10","6",2,"5","2","6",NA,"5",NA,"1",NA,1,15,1,15,1,19,1,19,1,20,1,20,1,16,5,NA,2,1,20,2,5,2,2,1,4,5,4,4,4,5,3,4,3,4,3,3,4,6,2,2,5,3,4,5,4,6,3,3,3,4,4,6,4,2,2,3,2,1,2,3,2,2,4,2,2,4,3,2,2,5,4,4,5,4,2,5,4,5,4,"6","1","4","2",20,16,20,12,12,9,24,4,15,20,24,9,12,24,15.7857142857143,5,4,8,6,10,10,38,23,19,42
17,9,3,2,1,12,NA,"10","6",8,"6","1","2,7",NA,"3",NA,"2",NA,1,15,1,15,2,NA,2,NA,2,NA,1,13,1,15,1,NA,2,2,NA,2,5,1,1,1,2,1,2,1,1,1,1,1,4,3,3,2,1,1,2,1,5,2,5,3,3,2,2,1,4,4,5,4,4,3,2,4,2,1,2,3,3,1,3,2,2,2,3,4,4,5,5,5,4,4,4,4,5,5,4,"6","2","3","1",2,2,1,1,12,6,1,2,10,15,6,2,16,20,6.85714285714286,3,5,11,7,12,6,41,23,22,45
17,8,1,2,2,NA,"7","12","6",8,"4","1","1",NA,"2",NA,"2",NA,1,12,1,12,1,13,1,15,1,14,2,NA,1,12,1,NA,2,1,14,2,5,1,1,1,3,3,2,2,5,5,3,3,2,2,5,5,2,2,4,4,6,5,6,6,6,5,6,6,6,5,6,6,4,3,2,5,4,4,5,5,4,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,"6","2","2","1",9,4,25,9,4,25,4,16,30,36,30,36,30,36,21,3,5,15,11,23,8,62,25,25,50
17,7,3,2,1,12,NA,"10,16","3,6",8,"5","1","2,6",NA,"1",NA,"1",NA,1,13,1,13,1,13,1,14,2,NA,1,14,1,13,1,NA,1,1,14,4,5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,1,2,2,4,4,4,3,3,1,3,4,3,3,2,3,1,3,3,3,2,5,4,5,5,5,5,4,5,5,5,"9","2","1","2",1,1,1,2,1,1,1,1,6,1,1,4,1,4,1.85714285714286,4,8,10,9,10,8,45,24,24,48
22,9,4,1,2,NA,"6","10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,14,1,14,1,21,2,NA,2,NA,2,NA,1,17,2,NA,2,1,17,3,5,1,1,2,1,1,1,1,4,4,1,1,1,1,4,4,1,1,4,3,6,6,6,5,4,4,5,5,5,4,6,5,4,2,2,2,1,4,2,2,1,2,3,1,2,1,2,2,2,5,5,5,4,5,5,5,5,5,5,"6","2","1","1",1,1,16,1,1,16,1,12,36,30,16,25,20,30,14.7142857142857,4,4,6,3,12,6,31,25,24,49
18,7,1,2,1,12,NA,"10,12","6",8,"5","2","7,9",NA,"2",NA,"2",NA,2,NA,1,15,2,NA,2,NA,2,NA,2,NA,1,17,3,NA,2,1,17,4,5,4,4,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,5,5,6,5,5,5,4,4,3,3,5,5,4,2,2,4,1,3,2,2,2,3,3,1,3,2,2,2,3,2,2,2,2,1,1,2,3,4,2,"6","2","2","3",2,1,1,9,1,1,1,4,25,30,25,16,9,25,10.7142857142857,10,4,8,4,13,8,37,11,10,21
17,7,4,2,1,12,NA,"12,16","6",6,"5","1","1,7",NA,"2,6","Genderqueer","2",NA,1,13,1,8,2,NA,2,NA,1,14,2,NA,1,13,1,NA,1,1,14,2,5,5,6,5,5,3,6,4,6,5,5,3,5,3,3,3,4,3,3,2,5,5,5,3,5,3,5,4,3,2,6,5,4,5,2,3,3,4,3,4,3,5,4,5,3,5,4,5,4,2,3,3,2,2,2,3,2,3,2,"6","1","3","1",15,24,30,15,15,9,12,6,25,15,15,20,6,30,16.9285714285714,16,7,12,11,18,14,62,13,11,24
18,7,6,2,2,NA,"1,6","14","2",5,"4","3","6",NA,"6","Agender femme? but I don't care for the female/woman label","2",NA,1,12,1,12,1,15,2,NA,1,15,1,17,1,12,1,NA,2,1,14,2,5,2,2,2,1,1,2,2,1,1,1,1,3,3,2,2,2,2,1,3,5,5,4,3,5,3,2,4,1,3,2,2,4,2,2,4,2,2,2,3,1,1,2,2,3,4,3,2,2,4,1,5,4,1,5,5,5,5,4,"2","1","3","2",1,4,1,1,9,4,4,3,25,12,15,8,3,4,6.71428571428571,6,4,9,5,12,7,37,20,19,39
17,3,3,2,1,12,NA,"6","2",8,"5","2","1,2,7,8",NA,"2,3",NA,"2",NA,1,12,1,14,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,2,1,15,2,5,1,1,1,5,3,5,4,3,3,5,4,4,3,5,4,4,4,5,3,4,5,4,4,4,4,3,3,1,1,3,4,4,2,3,3,2,4,4,3,3,3,4,3,3,3,3,3,4,5,2,4,4,4,4,4,2,5,4,"2","2","3","1",15,20,9,20,12,20,16,15,20,16,16,9,1,12,14.3571428571429,3,5,9,8,18,10,50,22,16,38
16,7,1,3,1,10,NA,"10","6",8,"5","1","2,7,9",NA,"3,5,6","Demiboy","2",NA,2,NA,1,13,2,NA,2,NA,1,13,2,NA,1,13,1,NA,2,1,15,1,5,1,1,1,2,4,1,2,1,1,2,2,1,3,4,2,1,1,1,1,6,6,6,6,6,6,3,3,4,2,4,5,4,5,4,3,2,4,3,3,3,2,2,3,2,2,2,2,5,4,2,4,5,4,2,4,5,5,5,"6","2","5","3",8,2,1,4,3,8,1,1,36,36,36,9,8,20,12.3571428571429,3,9,8,8,16,6,47,21,19,40
17,6,5,3,3,NA,NA,"10","6",8,"4","1","1,8,9",NA,"2,4,6","Girlflux / Demigirl / Questioning","2",NA,2,NA,1,16,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,2,2,NA,6,5,1,1,2,2,1,1,1,1,1,3,2,2,1,2,1,1,1,3,2,4,2,2,2,2,2,4,5,5,4,3,5,4,3,2,5,1,4,5,5,2,5,5,1,4,4,5,5,4,4,4,5,4,5,5,4,5,4,5,"6","2","3","3",2,1,1,6,2,2,1,6,8,4,4,20,20,15,6.57142857142857,4,5,15,4,22,14,60,22,23,45
24,7,3,2,2,NA,"3","8","2",8,"4","3","6,7,10,11","Demisexual","3,4,5",NA,"2",NA,1,13,1,19,2,NA,1,15,1,20,1,15,1,19,1,NA,2,2,NA,4,5,2,3,1,1,1,1,1,4,3,2,3,1,1,1,1,1,1,2,1,6,5,6,6,4,5,1,1,1,2,1,1,4,4,4,4,2,2,3,4,4,3,3,3,1,4,3,3,4,5,4,4,4,4,4,4,5,5,4,"2","2","3","2",1,1,12,6,1,1,1,2,30,36,20,1,2,1,8.21428571428571,6,8,11,9,13,10,51,22,21,43
22,7,1,1,2,NA,"6","6","2",8,"5","2","1",NA,"2",NA,"1",NA,1,20,1,20,2,NA,2,NA,1,20,2,NA,1,20,1,NA,2,2,NA,4,5,1,1,1,1,1,3,2,2,2,3,3,1,2,2,2,1,1,2,2,4,4,5,4,5,4,3,3,2,2,1,1,4,2,2,4,4,1,1,4,4,2,1,3,1,2,1,3,4,4,2,5,5,4,4,4,4,4,5,"2","2","4","1",1,6,4,9,2,4,1,4,16,20,20,9,4,1,7.21428571428571,3,4,11,11,8,5,39,21,20,41
16,8,1,1,1,11,NA,"10","6",8,"5","2","6",NA,"2,5",NA,"1",NA,1,13,1,14,1,14,1,15,1,14,2,NA,1,14,1,NA,2,1,14,3,5,1,1,1,3,1,2,1,1,1,4,2,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,4,1,3,3,4,1,4,5,2,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,"6","2","4","2",3,2,1,8,1,6,2,3,1,1,1,1,1,2,2.35714285714286,3,5,11,4,13,10,43,25,25,50
17,7,2,2,1,12,NA,"10","6",8,"5","1","6,7",NA,"3,5",NA,"2",NA,1,14,1,15,1,17,1,15,2,NA,1,14,1,15,1,NA,2,1,15,3,5,1,1,1,2,1,2,1,2,2,2,2,1,1,3,3,2,1,3,3,6,2,6,3,4,2,2,1,3,3,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,5,3,4,5,1,5,5,5,5,5,5,5,5,"6","2","3","2",2,2,4,4,1,9,2,9,12,18,8,2,9,12,6.71428571428571,3,8,10,10,20,11,59,25,21,46
20,7,1,1,2,NA,"1","10","6",8,"4","1","6,7",NA,"2",NA,"2",NA,1,8,1,16,2,NA,1,18,2,NA,2,NA,1,18,1,NA,2,1,18,1,5,2,2,1,4,2,4,2,4,3,4,3,2,1,5,4,4,3,5,3,6,3,6,6,5,3,6,6,4,2,3,5,4,3,2,4,1,4,5,4,2,4,5,2,4,5,5,3,4,5,2,4,3,4,3,3,4,4,3,"6","2","2","2",8,8,12,12,2,20,12,15,18,36,15,36,8,15,15.5,5,5,11,5,22,14,57,20,15,35
18,8,3,2,2,NA,"1,6","10,12","6",8,"5","1","9,10",NA,"1",NA,"2",NA,1,9,1,10,2,NA,2,NA,2,NA,2,NA,1,12,1,NA,1,1,13,2,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,3,4,4,3,3,1,2,1,1,1,2,1,2,4,4,3,3,2,2,2,3,2,4,3,2,2,4,3,3,4,5,4,5,5,4,5,5,5,5,5,"6","2","5","2",1,2,2,1,1,3,1,3,16,9,2,1,2,2,3.28571428571429,3,7,9,6,13,11,46,24,24,48
23,7,1,1,2,NA,"1","10,11,12,14,16","6",8,"5","1","1",NA,"2,5",NA,"1",NA,1,11,1,15,NA,NA,NA,NA,2,NA,2,NA,1,15,1,NA,2,1,22,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,1,1,2,2,1,2,2,2,4,4,4,4,2,4,4,3,2,3,4,2,5,3,5,3,4,5,5,5,5,4,5,5,5,5,4,"6","2","4","1",1,1,1,1,1,1,1,1,6,18,1,4,2,4,3.07142857142857,3,8,10,6,22,10,56,24,24,48
22,8,3,1,2,NA,"6","10","6",8,"6","1","6",NA,"1,5",NA,"2",NA,1,14,1,14,1,17,2,NA,1,18,2,NA,1,14,1,NA,2,1,14,4,5,1,1,1,2,2,1,2,2,2,3,3,1,1,3,4,1,1,2,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,NA,3,3,3,3,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,"6","2","5","2",4,2,4,9,1,12,1,6,9,12,9,9,9,16,7.35714285714286,3,NA,11,11,16,10,48,21,22,43
16,8,4,1,1,11,NA,"10,12","6",2,"6","2","3,4,7",NA,"1,3,5",NA,"1",NA,1,11,1,12,1,15,2,NA,1,13,1,9,1,12,1,NA,2,2,NA,2,5,3,3,3,1,2,2,2,3,2,2,4,2,2,4,3,3,2,3,4,5,4,4,4,4,4,3,3,1,1,4,4,4,2,2,3,3,1,2,2,2,3,1,1,1,2,2,1,2,5,4,5,5,5,5,5,5,5,5,"6","1","3","1",2,4,6,8,4,12,6,12,20,16,16,9,1,16,9.42857142857143,9,4,6,6,8,6,30,25,24,49
16,9,3,3,1,11,NA,"8","2",2,"5","1","1,7",NA,"2",NA,"2",NA,1,13,1,13,2,NA,2,NA,1,15,2,NA,1,13,1,NA,1,1,15,3,5,2,1,3,2,2,1,1,1,2,3,2,1,1,2,2,1,1,1,2,5,3,5,3,4,3,4,3,3,2,5,4,4,2,2,4,2,2,2,5,2,1,2,3,1,2,3,5,4,5,5,4,5,5,4,4,5,5,4,"2","1","2","1",4,1,2,6,1,4,1,2,15,15,12,12,6,20,7.21428571428571,6,4,14,7,12,5,42,23,23,46
24,8,3,2,2,NA,"1,6","10","6",8,"4","1","6,7",NA,"3",NA,"2",NA,1,17,1,19,1,22,1,18,1,22,1,12,1,19,1,NA,2,1,20,4,5,1,1,1,1,1,1,2,1,2,1,2,1,2,2,3,1,2,2,4,5,6,5,6,6,6,5,5,2,2,3,3,4,1,1,5,2,2,4,5,3,2,4,2,1,3,3,4,4,5,4,5,5,5,5,5,4,5,4,"6","2","3","2",1,2,2,2,2,6,2,8,30,30,36,25,4,9,11.3571428571429,3,2,14,7,14,9,46,25,22,47
17,3,3,2,1,12,NA,"10","6",8,"5","2","1",NA,"2",NA,"2",NA,1,14,1,14,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,2,1,15,2,5,4,4,2,6,2,4,2,6,3,5,2,4,2,6,3,4,3,6,3,6,6,6,6,6,5,6,6,4,2,6,5,4,3,4,4,2,2,2,4,2,5,3,1,2,4,5,4,4,5,2,5,2,4,2,5,2,5,5,"6","2","2","1",12,8,18,10,8,18,12,18,36,36,30,36,8,30,20,10,7,12,5,15,12,51,24,13,37
17,5,3,2,1,12,NA,"10","6",8,"4","1","2,8,9,11","Aromantic. Asexual. Agender. Pan-Autoerotic. I mainly identify as Aromantic as it’s lesser known and I’m pretty apathetic about whatever else I don’t feel.","3,6","None/Agender.","1",NA,1,17,1,17,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,1,1,17,2,5,1,1,NA,3,3,1,2,1,1,4,3,2,2,1,1,1,2,1,1,6,1,6,2,6,2,1,1,NA,NA,NA,NA,4,5,5,3,1,4,4,4,1,4,5,3,4,5,5,5,3,5,3,5,5,5,4,5,5,5,3,"6","2","3","3",9,2,1,12,4,1,2,1,6,12,12,1,NA,NA,NA,NA,10,12,5,20,14,61,25,20,45
17,8,1,1,1,12,"5","10","6",8,"5","1","10,11","Demisexual","3,5,6","(Trans-masculine)","2",NA,1,12,1,15,2,NA,1,16,2,NA,1,13,1,13,6,"Boyfriend",1,1,13,3,5,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,4,2,3,2,3,2,2,1,2,1,2,3,4,3,2,4,1,2,3,4,2,2,2,1,4,3,3,4,4,5,4,5,5,5,2,5,5,5,5,"6","2","5","2",1,1,1,9,1,1,2,2,8,6,6,2,2,6,3.42857142857143,3,5,12,4,16,7,44,25,21,46
