"AgeCurrent","Location","SchoolType","SchoolLocation","SchoolYear","SchoolYearTEXT","SchoolFinish","IdentityEthnicity","IdentityRace","IdentityReligion","IdentityDisability","IdentityNeuro","IdentitySexuality","IdentitySexualityTEXT","IdentityGender","IdentityGenderTEXT","IdentitySex","IdentitySexTEXT","MAttraction","MAttractionTEXT","MSelfIdentity","MSelfIdentityTEXT","MSAHom","MSAHomTEXT","MSAHet","MSAHetTEXT","MRHom","MRHomTEXT","MRHet","MRHetTEXT","MComingOut","MComingOutTEXT","MComingOutWho2","MComingOutWho2TEXT","MComingOut3","MComingOutFamily4","MComingOutFamily4TEXT","RPDS","ACQ","IntHom1","IntHom2","IntHom3","HSS1Q1","HSS1Q2","HSS2Q1","HSS2Q2","HSS3Q1","HSS3Q2","HSS4Q1","HSS4Q2","HSS5Q1","HSS5Q2","HSS6Q1","HSS6Q2","HSS7Q1","HSS7Q2","HSS8Q1","HSS8Q2","HSS9Q1","HSS9Q2","HSS10Q1","HSS10Q2","HSS11Q1","HSS11Q2","HSS12Q1","HSS12Q2","HSS13Q1","HSS13Q2","HSS14Q1","HSS14Q2","ACQ2","DERS1","DERS2","DERS3","DERS4","DERS5","DERS6","DERS7","DERS8","DERS9","DERS10","DERS11","DERS12","DERS13","DERS14","DERS15","DERS16","SASI1","SASI2","SASI3","SASI4","SASI5","SASI6","SASI7","SASI8","SASI9","SASI10","RaceDemog","ReligionDemog","GenderGroup","SexualityGroup","HSS1","HSS2","HSS3","HSS4","HSS5","HSS6","HSS7","HSS8","HSS9","HSS10","HSS11","HSS12","HSS13","HSS14","SMA_RSS","IntHom","Clarity","Goals","Impulse","Strategies","Nonacceptance","DERS","goodsasi","badsasi","SASI"
23,8,3,2,2,NA,"3","5,14,16","7",7,"5","2","3",NA,"1",NA,"1",NA,1,8,1,12,1,19,2,NA,2,NA,2,NA,1,16,2,NA,2,2,NA,3,5,2,2,2,4,2,2,2,5,3,5,4,3,3,6,5,3,4,2,2,6,5,6,6,6,6,5,5,2,2,6,6,4,2,2,3,1,3,2,2,3,2,2,1,2,1,2,2,4,4,4,4,4,2,3,2,5,4,3,"7","3","1","1",8,4,15,20,9,30,12,4,30,36,36,25,4,36,19.2142857142857,6,4,7,5,13,5,34,16,19,35
17,8,1,2,1,12,NA,"9,10,12","1,6",8,"5","1","1,2,7",NA,"4",NA,"2",NA,1,10,1,12,1,15,2,NA,1,13,1,8,1,13,1,NA,2,1,15,3,5,4,3,2,3,5,2,3,4,4,3,4,2,3,3,3,3,4,5,6,6,6,6,5,5,5,6,6,4,4,6,6,4,4,3,2,1,4,4,3,2,4,3,1,3,3,5,4,4,5,3,4,2,3,4,4,5,4,4,"9","2","3","1",15,6,16,12,6,9,12,30,36,30,25,36,16,36,20.3571428571429,9,7,9,4,20,10,50,20,18,38
16,9,1,1,1,11,NA,"11,12","6",4,"5","2","8,9",NA,"2,4",NA,"2",NA,1,13,1,15,2,NA,2,NA,2,NA,1,13,1,15,1,NA,1,2,NA,3,5,4,4,2,2,1,3,1,4,2,4,2,4,1,4,1,2,1,3,3,5,3,4,4,4,3,3,3,2,2,4,3,4,4,3,3,2,4,5,3,4,4,5,3,3,5,4,3,3,3,2,2,2,4,2,2,3,4,4,"6","1","3","3",2,3,8,8,4,4,2,9,15,16,12,9,4,12,7.71428571428571,10,7,9,9,19,14,58,15,13,28
21,7,1,2,2,NA,"6","10","6",8,"5","1","2,7,9,11","Demisexual","3,5",NA,"5",NA,1,14,1,14,2,NA,2,NA,1,17,1,13,1,14,1,NA,2,1,15,3,5,1,1,1,6,2,3,4,6,1,6,2,2,1,6,1,4,2,4,3,6,6,5,3,4,2,5,5,1,2,1,4,4,5,5,5,2,5,5,5,2,4,2,4,4,5,5,5,2,5,5,5,5,5,5,5,4,5,5,"6","2",NA,"3",12,12,6,12,2,6,8,12,36,15,8,25,2,4,11.4285714285714,3,10,15,8,21,11,65,25,24,49
17,8,2,1,1,12,NA,"9","1",8,"5","2","1",NA,"2",NA,"2",NA,1,10,1,11,1,14,2,NA,1,14,2,NA,1,11,2,NA,1,1,12,1,5,1,1,1,5,4,4,4,1,1,3,3,4,5,3,3,4,4,3,3,6,6,1,1,4,4,4,4,3,3,6,6,4,2,1,2,2,3,1,2,2,4,4,3,1,5,3,3,2,5,5,5,5,5,5,5,5,5,5,"1","2","2","1",20,16,1,9,20,9,16,9,36,1,16,16,9,36,15.2857142857143,3,3,7,7,10,13,40,25,25,50
21,2,1,2,2,NA,"6","12","6",7,"6","3","9",NA,"3,4,5",NA,"2",NA,2,NA,1,14,2,NA,1,21,2,NA,1,18,1,16,1,NA,2,1,17,2,5,2,3,NA,3,2,1,2,3,1,2,2,2,1,1,2,1,1,1,1,4,4,4,3,3,1,5,3,5,2,5,5,4,2,4,5,3,3,2,4,2,2,1,2,4,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","3","3","3",6,2,3,4,2,2,1,1,16,12,3,15,10,25,7.28571428571429,NA,6,13,7,16,6,48,NA,NA,NA
22,6,3,2,2,NA,"2,6","6,10,12","2,6",8,"5","2","6,7",NA,"2",NA,"2",NA,1,20,1,20,1,13,2,NA,2,NA,1,16,1,20,6,"Partner",1,2,NA,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,5,4,3,3,2,1,1,1,1,1,4,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,4,2,4,4,4,2,4,4,4,4,"9","2","2","2",4,4,4,4,4,4,4,2,15,20,9,2,1,1,5.57142857142857,6,4,6,3,7,5,25,20,16,36
16,8,4,1,1,11,NA,"2,7","3,4",2,"5","1","4,6,8",NA,"2",NA,"2",NA,1,13,1,14,1,15,2,NA,2,NA,2,NA,1,14,1,NA,2,1,14.5,4,5,2,2,2,2,2,1,1,3,3,3,2,1,1,4,3,1,1,2,2,5,4,4,3,4,3,4,2,3,3,5,4,4,3,3,4,2,3,4,3,2,1,2,4,2,1,4,2,3,4,2,3,4,2,2,3,5,3,5,"9","1","2","2",4,1,9,6,1,12,1,4,20,12,12,8,9,20,8.5,6,6,9,8,16,4,43,15,18,33
17,8,1,2,2,NA,"4","9,10","1,6",8,"5","2","3",NA,"1",NA,"2",NA,1,12,1,12,2,NA,2,NA,2,NA,2,NA,1,13,1,NA,2,1,13,6,5,2,3,3,4,3,3,2,4,3,4,3,3,2,4,3,3,2,4,4,5,4,4,4,4,3,5,4,5,4,5,4,4,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,4,5,4,5,4,4,4,4,5,4,4,"9","2","5","1",12,6,12,12,6,12,6,16,20,16,12,20,20,20,13.5714285714286,8,5,7,6,12,8,38,22,21,43
23,7,2,2,2,NA,"1","12","6",8,"5","2","1,7",NA,"2",NA,"2",NA,1,15,1,16,1,20,1,17,1,20,1,17,1,16,1,NA,1,1,16,2,5,1,1,1,3,2,2,1,4,2,1,1,2,1,1,1,2,1,6,5,6,4,6,5,6,5,6,6,5,5,6,6,4,2,2,4,2,1,1,5,3,2,3,2,3,3,4,5,5,5,5,5,5,5,4,5,4,5,5,"6","2","2","1",6,2,8,1,2,1,2,30,24,30,30,36,25,36,16.6428571428571,3,4,14,7,14,8,47,25,23,48
16,1,1,1,1,11,NA,"10","7",8,"5","2","2,6",NA,"2",NA,"2",NA,1,14,1,15,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,1,16,3,5,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,3,4,2,4,2,4,2,4,2,4,3,4,3,2,4,1,2,1,2,2,1,2,1,1,2,2,2,2,5,2,4,5,4,4,4,3,4,5,"7","2","2","2",2,1,1,1,4,1,2,4,12,8,8,8,8,12,5.14285714285714,6,5,8,4,8,5,30,21,19,40
25,9,3,2,2,NA,"3","10,11","6",8,"5","1","1,11","Demisexual","2",NA,"2",NA,1,15,1,16,1,19,2,NA,1,19,2,NA,1,17,1,NA,1,1,17,3,5,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,2,5,2,6,4,6,3,5,4,5,4,6,6,4,2,1,3,1,2,2,4,2,3,2,2,1,2,2,2,2,5,5,4,5,5,5,5,5,5,5,"6","2","2","1",1,1,4,1,1,2,1,6,10,24,18,20,20,36,10.3571428571429,4,3,9,5,9,7,33,24,25,49
16,3,1,2,1,11,NA,"12","6",6,"5","1","1",NA,"2",NA,"2",NA,1,12,1,12,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,2,1,16,1,5,3,3,4,6,5,6,4,6,3,6,4,3,1,2,2,6,4,4,2,6,6,6,5,6,5,6,4,6,5,6,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,3,1,4,4,4,1,"6","1","2","1",30,24,18,24,3,4,24,8,36,30,30,24,30,36,22.9285714285714,10,9,15,15,25,15,79,20,12,32
22,8,3,2,2,NA,"6","10","6",8,"5","1","3,6,7,10",NA,"1,5",NA,"2",NA,1,16,1,18,2,NA,1,21,1,21,1,16,1,19,1,NA,2,1,20,3,5,1,1,1,5,1,2,1,5,5,4,2,1,1,5,4,1,2,6,6,6,6,6,6,5,6,6,6,2,1,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"6","2","5","2",5,2,25,8,1,20,2,36,36,36,30,36,2,20,18.5,3,8,15,14,24,15,76,25,25,50
16,9,5,2,1,11,NA,"10","6",2,"5","1","10",NA,"2,5",NA,"1",NA,1,10,1,13,1,16,2,NA,1,15,1,16,1,15,1,NA,2,1,16,3,5,1,1,1,6,4,5,4,3,3,6,5,5,5,6,6,6,6,4,2,6,6,6,6,4,5,6,6,2,2,4,3,4,2,1,5,4,4,3,5,5,5,5,4,4,4,3,2,3,5,2,5,3,5,4,5,5,5,5,"6","1","4","2",24,20,9,30,25,36,36,8,36,36,20,36,4,12,23.7142857142857,3,3,12,13,17,14,59,25,19,44
16,7,2,2,1,11,NA,"7","7",8,"6","3","9",NA,"2",NA,"2",NA,2,NA,1,14,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,1,2,NA,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,1,2,2,4,1,1,5,1,1,1,2,2,3,2,2,2,5,2,2,2,5,4,2,"7","2","2","3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,10,3,10,7,33,12,16,28
23,9,2,3,2,NA,"3","12","6",8,"4","1","7,11","Demisexual panromantic","2",NA,"2",NA,1,10,1,11,1,11,1,15,1,14,1,9,1,12,1,NA,1,2,NA,2,5,2,2,2,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,4,2,5,4,1,1,1,1,1,1,1,1,4,3,4,4,2,2,2,3,2,4,4,1,2,3,2,2,4,5,5,5,5,5,5,5,5,5,5,"6","2","2","4",1,1,9,4,1,1,1,1,8,20,1,1,1,1,3.64285714285714,6,7,9,5,12,11,44,25,25,50
16,3,6,2,1,10,NA,"9","1",7,"6","3","4",NA,"1",NA,"2",NA,1,8,1,12,1,16,2,NA,1,13,2,NA,1,14,2,NA,1,1,14,2,5,2,2,2,5,6,5,5,6,5,6,6,4,5,4,5,5,6,6,6,6,6,5,4,6,4,6,5,5,5,5,6,4,5,4,5,4,4,4,4,5,5,5,5,4,5,4,5,5,4,2,4,3,4,2,3,3,4,4,"1","3","5","1",30,25,30,36,20,20,30,36,36,20,24,30,25,30,28,6,9,14,14,21,15,73,19,14,33
16,8,3,2,1,11,NA,"10","6",8,"4","1","2",NA,"2",NA,"2",NA,1,10,1,12,1,14,2,NA,1,14,2,NA,1,12,2,NA,2,1,12,3,5,3,2,3,3,3,2,2,2,2,3,3,1,1,2,2,2,2,3,3,4,5,5,5,3,3,4,4,3,2,2,2,4,3,2,3,2,1,2,3,2,4,2,4,1,2,2,2,3,4,4,4,5,3,4,4,5,4,5,"6","2","2","1",9,4,4,9,1,4,4,9,20,25,9,16,6,4,8.85714285714286,8,5,8,8,9,8,38,19,23,42
18,7,3,2,2,NA,"4","10","6",8,"5","2","7",NA,"3",NA,"2",NA,1,11,1,12,1,13,1,15,1,13,1,15,1,12,1,NA,1,1,12,3,5,1,1,1,3,4,4,2,2,3,5,5,2,3,6,6,2,2,5,5,2,2,1,5,1,1,3,6,1,3,6,5,4,3,2,3,2,2,2,4,4,5,4,2,2,4,3,4,4,4,2,2,5,2,2,2,2,2,4,"6","2","3","4",12,8,6,25,6,36,4,25,4,5,1,18,3,30,13.0714285714286,3,5,11,8,13,13,50,12,15,27
17,7,2,1,2,NA,"7","6","2",8,"5","2","9",NA,"3",NA,"2",NA,2,NA,1,15,1,15,1,16,1,15,1,17,1,15,1,NA,2,1,15,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,6,5,6,5,6,6,6,2,6,4,4,2,4,2,1,1,5,5,5,5,5,2,5,5,5,5,5,4,2,4,4,4,5,2,5,5,2,"2","2","3","3",1,1,1,1,1,1,1,4,30,30,30,36,12,24,12.3571428571429,11,6,12,8,21,15,62,19,18,37
18,3,3,3,2,NA,"6","3,10","6",8,"5","3","7",NA,"4",NA,"2",NA,1,14,1,17,2,NA,2,NA,2,NA,1,16,1,17,1,NA,2,1,18,3,5,2,2,2,2,1,2,2,1,1,2,3,2,1,3,3,2,2,3,2,5,4,5,4,4,4,6,4,4,3,4,4,4,4,2,5,2,5,4,4,4,5,5,5,3,5,5,5,4,3,2,3,5,4,3,4,5,3,5,"6","2","3","4",2,4,1,6,2,9,4,6,20,20,16,24,12,16,10.1428571428571,6,6,14,11,21,15,67,17,20,37
25,9,3,1,2,NA,"2","10","6",8,"5","2","2,6",NA,"2",NA,"2",NA,1,11,1,14,1,17,1,19,2,NA,1,19,1,15,1,NA,2,1,16,3,5,2,2,2,5,2,2,2,5,2,5,2,4,2,4,2,4,2,4,2,2,2,4,3,3,2,3,2,4,2,5,3,4,2,2,3,1,2,2,3,1,4,3,1,2,4,3,2,2,4,2,4,4,4,3,5,5,5,5,"6","2","2","2",10,4,10,10,8,8,8,8,4,12,6,6,8,15,8.35714285714286,6,4,8,3,11,11,37,22,19,41
17,3,1,2,1,12,NA,"10,11,12","6",8,"5","2","3,4",NA,"1",NA,"1",NA,1,11,1,12,2,NA,2,NA,2,NA,2,NA,1,13,1,NA,1,2,NA,3,5,4,3,4,4,5,5,5,6,6,4,3,2,2,6,6,4,2,6,6,6,5,6,5,6,6,6,6,5,5,4,6,4,2,2,4,1,3,4,4,1,3,2,1,3,2,3,4,2,4,4,2,2,1,3,3,NA,4,5,"6","2","1","1",20,25,36,12,4,36,8,36,30,30,36,36,25,24,25.5714285714286,11,4,12,3,15,7,41,14,NA,NA
24,7,3,2,2,NA,"1,6","10","6",8,"5","1","2,6,7",NA,"1",NA,"1",NA,1,16,1,18,1,17,1,17,1,19,1,21,1,18,2,NA,1,2,NA,3,5,1,1,1,1,2,1,1,3,2,2,2,2,1,4,2,1,1,2,2,1,1,1,1,1,1,3,3,3,2,5,5,4,1,2,2,2,1,2,2,2,3,2,2,3,4,2,3,2,5,5,5,5,4,4,5,5,5,5,"6","2","1","2",2,1,6,4,2,8,1,4,1,1,1,9,6,25,5.07142857142857,3,3,7,6,10,9,35,24,24,48
17,9,3,2,1,12,NA,"10","6",6,"5","1","6",NA,"1",NA,"1",NA,1,15,1,15,2,NA,2,NA,2,NA,1,15,1,17,1,NA,2,2,NA,3,5,1,1,1,1,2,1,1,1,2,3,2,1,1,1,2,1,2,1,1,4,3,3,3,2,2,1,1,2,2,1,4,4,2,2,2,1,3,2,4,2,1,1,1,2,1,3,3,4,5,4,5,5,5,2,4,5,4,5,"6","1","1","2",2,1,2,6,1,2,2,1,12,9,4,1,4,4,3.64285714285714,3,4,9,4,14,3,34,23,21,44
17,8,1,1,1,12,NA,"10,11,12","6",8,"5","1","6,7,8,9,10",NA,"2,3,4,5",NA,"1",NA,2,NA,1,13,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,2,NA,3,5,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,5,5,6,6,5,5,5,5,3,3,5,5,4,3,2,4,2,4,5,5,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,"6","2","4","2",1,1,4,1,1,4,1,1,25,36,25,25,9,25,11.3571428571429,3,5,14,5,24,13,61,24,24,48
23,9,3,2,2,NA,"1","10,11","6",8,"5","3","2,6,10",NA,"4,5",NA,"1",NA,1,14,1,20,2,NA,1,16,2,NA,1,13,1,22,6,"Girlfriend",1,2,NA,4,5,5,6,1,2,2,1,3,2,2,1,4,1,1,2,2,1,2,1,1,5,6,5,5,4,5,1,3,2,1,1,2,4,4,5,4,2,4,5,4,2,4,5,2,4,5,4,3,3,3,1,4,2,4,2,2,1,3,4,"6","2","3","2",4,3,4,4,1,4,2,1,30,25,20,3,2,2,7.5,12,9,11,6,20,14,60,16,10,26
16,7,1,3,1,11,NA,"10","6",8,"5","2","9,11","Panromantic","3",NA,"2",NA,1,12,1,13,1,13,1,9,1,12,1,9,1,13,1,NA,2,1,14,3,5,3,3,3,4,6,2,5,6,5,4,3,2,4,4,5,3,2,3,2,6,3,6,4,4,3,2,6,6,6,4,4,4,5,5,5,3,4,5,4,4,5,4,3,3,5,5,4,5,5,4,4,2,3,5,3,4,4,5,"6","2","3","3",24,10,30,12,8,20,6,6,18,24,12,12,36,16,16.7142857142857,9,10,13,10,22,14,69,19,20,39
16,7,3,2,1,11,NA,"6,10","2,6",7,"6","1","9",NA,"3",NA,"2",NA,1,13,1,14,2,NA,2,NA,2,NA,1,12,1,15,1,NA,2,2,NA,5,5,1,1,1,3,5,2,1,6,6,3,1,1,1,3,5,1,2,1,1,4,6,4,6,3,6,4,6,4,5,6,6,4,3,5,4,2,5,5,4,2,5,5,2,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,"9","3","3","3",15,2,36,3,1,15,2,1,24,24,18,24,20,36,15.7857142857143,3,8,10,6,25,12,61,25,25,50
16,2,2,1,1,11,NA,"10,12","6",2,"4","1","6,7",NA,"2",NA,"2",NA,1,11,1,15,2,NA,2,NA,1,14,1,15,1,15,1,NA,2,2,NA,1,5,6,5,4,3,4,3,2,4,3,4,2,5,3,6,6,4,2,4,3,6,6,6,6,6,6,3,5,3,3,5,5,4,3,3,4,3,3,3,3,3,4,5,3,2,4,4,2,3,2,1,3,1,2,1,3,1,3,1,"6","1","2","2",12,6,12,8,15,36,8,12,36,36,36,15,9,25,19,15,6,9,9,15,13,52,13,5,18
24,3,1,1,2,NA,"3","7,10,12","4,6",8,"5","2","6,10",NA,"2",NA,"2",NA,1,24,1,13,2,NA,1,18,2,NA,1,18,1,14,1,NA,2,1,22,1,5,2,2,1,2,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,4,3,5,4,5,3,3,4,4,3,5,5,4,4,3,2,1,2,2,2,1,4,2,1,2,3,2,2,3,4,2,4,4,4,3,4,5,4,4,"9","2","2","2",2,6,1,4,1,1,1,1,12,20,15,12,12,25,8.07142857142857,5,7,6,3,11,9,36,20,18,38
16,3,1,2,1,10,"1","10","6",8,"5","2","3",NA,"3,4",NA,"1",NA,1,13,1,14,2,NA,2,NA,2,NA,1,12,1,13,1,NA,2,1,14,4,5,1,1,1,5,3,4,6,4,4,4,3,1,1,1,6,2,3,1,2,5,6,4,5,2,4,2,3,3,2,1,5,4,3,1,4,1,2,2,2,1,2,3,4,1,4,2,2,2,5,5,5,5,5,5,4,5,5,5,"6","2","3","1",15,24,16,12,1,6,6,2,30,20,8,6,6,5,11.2142857142857,3,4,8,6,9,9,36,24,25,49
22,8,1,2,2,NA,"1","10,12","6",8,"4","1","4,6",NA,"2",NA,"2",NA,1,10,1,15,1,8,1,17,2,NA,2,NA,1,16,1,NA,2,1,16,1,5,2,2,4,2,1,1,2,3,1,3,3,1,2,3,1,2,1,1,1,6,4,6,4,3,4,3,1,3,2,4,2,4,2,2,5,2,2,3,5,2,4,2,2,2,4,2,5,4,5,2,5,4,5,5,5,5,5,5,"6","2","2","2",2,2,3,9,2,3,2,1,24,24,12,3,6,8,7.21428571428571,8,4,15,6,13,10,48,25,21,46
16,9,3,1,1,10,NA,"10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,13,1,14,2,NA,2,NA,2,NA,2,NA,1,14.5,1,NA,1,1,15,2,5,5,4,3,5,4,2,3,4,2,5,4,4,5,6,4,5,3,4,4,6,4,6,4,5,4,4,6,4,5,6,6,4,3,3,2,1,2,1,2,2,3,2,3,3,2,1,2,4,4,3,4,4,3,4,4,5,4,4,"6","2","1","1",20,6,8,20,20,24,15,16,24,24,20,24,20,36,19.7857142857143,12,6,6,6,11,7,36,19,20,39
24,7,3,3,2,NA,"2","10,12","6",2,"5","2","6",NA,"1",NA,"1",NA,1,14,1,15,1,15,1,14,2,NA,1,16,1,15,1,NA,2,1,21,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,6,4,6,6,5,4,1,1,1,1,1,1,4,5,5,4,4,4,5,4,4,4,5,3,4,2,2,2,3,3,1,2,4,1,2,2,4,2,4,"6","1","1","2",1,1,1,1,1,6,1,2,24,36,20,1,1,1,6.92857142857143,6,10,10,11,18,11,60,10,15,25
17,7,1,3,1,12,NA,"10","6",8,"4","1","1,7,9",NA,"2,3",NA,"2",NA,1,9,1,11,1,10,2,NA,2,NA,2,NA,1,13,1,NA,2,1,17,3,5,5,6,4,6,2,4,2,5,3,6,5,2,1,3,3,2,1,6,5,6,6,6,6,5,5,4,2,6,4,6,5,4,4,4,5,2,4,5,4,3,5,4,3,5,4,5,4,5,4,2,4,1,2,1,2,1,4,1,"6","2","3","3",12,8,15,30,2,9,2,30,36,36,25,8,24,30,19.0714285714286,15,8,13,8,24,13,66,16,6,22
16,3,1,2,1,11,NA,"10,12","6",8,"5","1","2,7,8,9",NA,"3,5",NA,"2",NA,1,11,1,13,2,NA,2,NA,2,NA,2,NA,1,13,5,NA,2,1,13,3,5,2,3,1,5,4,3,3,3,4,4,3,2,3,6,6,4,6,4,4,6,2,6,5,5,3,6,5,6,6,6,6,4,4,3,5,4,3,4,5,5,5,5,4,3,5,4,5,5,5,3,5,5,5,5,5,5,5,4,"6","2","3","3",20,9,12,12,6,36,24,16,12,30,15,30,36,36,21,6,7,15,13,19,15,69,25,22,47
17,4,3,3,1,12,NA,"10","6",8,"5","1","6",NA,"2,6","I use any pronouns even though I mostly align with being a woman","2",NA,1,13,1,13,1,17,2,NA,1,17,2,NA,1,15,1,NA,2,1,16,3,5,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,3,2,5,3,6,3,5,3,4,3,4,3,5,5,4,3,2,4,3,4,2,2,3,5,4,3,3,5,4,4,3,5,5,5,4,5,4,5,5,5,5,"6","2",NA,"2",2,1,4,4,1,1,1,6,15,18,15,12,12,25,8.35714285714286,3,5,10,9,16,14,54,25,23,48
16,3,3,2,1,11,NA,"10","6",8,"5","2","6,8",NA,"2",NA,"2",NA,1,16,1,16,2,NA,1,14,2,NA,2,NA,1,16,1,NA,1,2,NA,1,5,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,5,1,2,1,3,1,3,3,3,4,5,6,4,4,4,4,3,2,2,5,3,2,3,3,2,3,3,5,5,4,1,4,5,4,4,4,4,3,4,"6","2","2","2",1,2,1,2,1,4,1,9,5,2,3,9,12,30,5.85714285714286,6,8,14,9,14,8,53,19,18,37
17,7,2,3,1,12,NA,"10,12","6",8,"4","2","6",NA,"2",NA,"2",NA,1,14,1,16,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,1,2,NA,3,5,2,2,2,1,1,1,1,1,1,2,2,2,2,2,4,1,1,1,1,4,2,5,4,4,3,1,1,2,2,4,4,4,2,2,3,2,1,1,2,2,2,1,2,1,1,1,2,3,5,2,4,4,4,5,4,5,5,5,"6","2","2","2",1,1,1,4,4,8,1,1,8,20,12,1,4,16,5.85714285714286,6,4,7,6,7,4,28,22,21,43
20,3,1,1,2,NA,"1","7,10,12","6",8,"5","3","1,2,7",NA,"2",NA,"2",NA,1,14,1,14,1,16,2,NA,1,14,2,NA,1,13,1,NA,2,1,16,3,5,2,2,3,2,3,3,2,5,4,2,1,1,1,6,6,1,2,6,6,6,6,6,6,5,3,6,5,5,6,6,6,4,1,2,5,3,2,2,5,3,3,4,4,1,5,2,4,4,5,4,4,5,5,5,5,5,4,2,"6","2","2","1",6,6,20,2,1,36,2,36,36,36,15,30,30,36,20.8571428571429,7,3,14,10,11,12,50,23,21,44
17,5,1,2,1,12,NA,"10,11,12","6",8,"5","1","2,7,9",NA,"3",NA,"2",NA,2,NA,1,11,2,NA,2,NA,2,NA,1,13,1,13,1,NA,1,1,15,NA,5,5,4,4,4,3,4,3,5,4,5,3,6,4,5,4,3,2,5,4,6,4,6,6,5,4,6,5,5,3,6,5,4,2,4,5,3,4,4,4,3,4,4,3,5,4,5,4,5,4,2,3,2,2,2,3,4,3,2,"6","2","3","3",12,12,20,15,24,20,6,20,24,36,20,30,15,30,20.2857142857143,13,6,13,9,23,12,63,15,12,27
19,8,4,2,2,NA,"8","10","6",4,"4","1","1,2,9",NA,"3,4,6","agender","5",NA,1,12,1,15,1,18,2,NA,1,15,1,12,1,14,1,NA,1,1,16,3,5,6,6,6,3,1,2,1,4,1,1,1,1,1,6,3,1,1,1,1,6,6,4,6,6,6,6,6,1,1,3,1,4,5,5,5,4,2,3,5,2,3,5,4,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,"6","1","3","3",3,2,4,1,1,18,1,1,36,24,36,36,1,3,11.9285714285714,18,10,15,10,17,13,65,25,23,48
23,2,1,2,2,NA,"1","10","6",8,"5","3","6",NA,"1,3,5",NA,"2",NA,1,13,1,14,1,17,1,18,1,18,1,18,1,15,1,NA,1,1,22,4,5,1,1,1,1,2,1,2,4,3,2,1,1,1,3,2,1,1,2,3,5,5,4,4,3,3,3,3,1,1,2,3,4,4,3,4,2,1,3,4,3,4,2,2,2,2,5,3,3,4,2,5,5,4,2,5,5,5,5,"6","2","5","2",2,2,12,2,1,6,1,6,25,16,9,9,1,6,7,3,7,11,7,14,8,47,23,19,42
17,7,3,2,1,11,NA,"10,12","6",8,"5","1","3",NA,"1",NA,"1",NA,1,11,1,12,1,16,2,NA,2,NA,2,NA,1,12,1,NA,1,2,NA,4,5,4,4,2,4,2,5,3,4,4,5,4,1,1,6,6,3,2,5,5,6,6,6,6,6,6,5,3,3,2,5,4,4,2,2,4,2,2,2,3,2,2,1,2,3,2,3,3,3,5,5,4,4,5,5,5,5,5,5,"6","2","1","1",8,15,16,20,1,36,6,25,36,36,36,15,6,20,19.7142857142857,10,4,10,6,13,5,38,24,24,48
16,7,3,2,1,11,NA,"10","6",7,"5","2","2,7,10",NA,"3,6","Queer","2",NA,1,11,1,13,1,14,2,NA,2,NA,2,NA,1,13,1,NA,2,1,14,4,5,3,3,1,3,3,2,2,5,4,4,4,3,2,6,4,2,2,5,3,6,6,5,6,5,6,5,6,2,4,5,6,4,4,2,3,2,2,3,5,2,2,1,4,2,1,1,5,5,5,3,5,3,4,4,3,5,4,5,"6","3","3","2",9,4,20,16,6,24,4,15,36,30,30,30,8,30,18.7142857142857,7,6,13,8,13,4,44,21,20,41
